,label,text,source,chars,words,avg_wlen,puncs,uppers,titles,clean_text,clean_words,chars_c,words_c,avg_wlen_c,puncs_c,uppers_c,titles_c
549,1,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",amazon,111,21,5.285714285714286,4,21,21,amazon jabra earset happy sound quality especially outgoing better,9,66,9,5.285714285714286,0,9,9
550,1,"I love the camera, it's really pretty good quality.",amazon,51,9,5.666666666666667,3,9,9,amazon love camera really pretty good quality,7,45,7,5.666666666666667,0,7,7
551,1,Thank you for such great service.,amazon,33,6,5.5,1,6,6,amazon thank great service,4,26,4,5.5,0,4,4
552,1,Its a total package.,amazon,20,4,5.0,1,4,4,amazon total package,3,20,3,5.0,0,3,3
553,1,"The seller is very understanding and patient, I would definitely buy from them again.",amazon,85,14,6.071428571428571,2,14,14,amazon seller understanding patient would definitely buy,7,56,7,6.071428571428571,0,7,7
554,0,I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,amazon,85,14,6.071428571428571,5,14,14,amazon give wirefly 1 star contact cingularat inform practice,9,61,9,6.071428571428571,0,9,9
555,0,It's AGGRAVATING!,amazon,17,2,8.5,2,2,2,amazon aggravating,2,18,2,8.5,0,2,2
556,1,Great product for the price!.,amazon,29,5,5.8,2,5,5,amazon great product price,4,26,4,5.8,0,4,4
557,1,"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",amazon,95,18,5.277777777777778,1,18,18,amazon purchased family friends enjoy clarity ease use,8,54,8,5.277777777777778,0,8,8
558,1,Virgin Wireless rocks and so does this cheap little phone!,amazon,58,10,5.8,1,10,10,amazon virgin wireless rocks cheap little phone,7,47,7,5.8,0,7,7
559,0,"None of it works, just don't buy it.",amazon,36,8,4.5,3,8,8,amazon none works nt buy,5,24,5,4.5,0,5,5
560,0,"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",amazon,102,18,5.666666666666667,4,18,18,amazon muddy low quality sound casing around wire insert poorly super glued slid,13,80,13,5.666666666666667,0,13,13
561,0,Please dont waste your money.,amazon,29,5,5.8,1,5,5,amazon please dont waste money,5,30,5,5.8,0,5,5
562,1,"All in all, I'm quite satisfied with this purchase.",amazon,51,9,5.666666666666667,3,9,9,amazon quite satisfied purchase,4,31,4,5.666666666666667,0,4,4
563,0,"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",amazon,83,15,5.533333333333333,3,15,15,amazon looking good quality motorola headset keep looking nt,9,60,9,5.533333333333333,0,9,9
564,0,Yet Plantronincs continues to use the same flawed charger design.,amazon,65,10,6.5,1,10,10,amazon yet plantronincs continues use flawed charger design,8,59,8,6.5,0,8,8
565,0,Disapointing Results.,amazon,21,2,10.5,1,2,2,amazon disapointing results,3,27,3,10.5,0,3,3
566,0,Cumbersome design.,amazon,18,2,9.0,1,2,2,amazon cumbersome design,3,24,3,9.0,0,3,3
567,1,"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",amazon,99,19,5.2105263157894735,5,19,19,amazon great new packaged nice works good problems came less time expected,12,74,12,5.2105263157894735,0,12,12
568,1,Great Product.,amazon,14,2,7.0,1,2,2,amazon great product,3,20,3,7.0,0,3,3
569,0,It's A PIECE OF CRAP!,amazon,21,5,4.2,2,5,5,amazon piece crap,3,17,3,4.2,0,3,3
570,0,"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",amazon,145,24,6.041666666666667,10,24,24,amazon experience terrible fourth bluetooth headset much comfortable last jabra hated,11,85,11,6.041666666666667,0,11,11
571,1,This fixes all the problems.,amazon,28,5,5.6,1,5,5,amazon fixes problems,3,21,3,5.6,0,3,3
572,0,Worst ever.,amazon,11,2,5.5,1,2,2,amazon worst ever,3,17,3,5.5,0,3,3
573,1,I am very happy,amazon,15,4,3.75,0,4,4,amazon happy,2,12,2,3.75,0,2,2
574,1,"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",amazon,101,15,6.733333333333333,3,15,15,amazon trouble accessing internet downloading ringtones performing functions,8,76,8,6.733333333333333,0,8,8
575,0,"I can barely ever hear on it and am constantly saying ""what?""",amazon,61,12,5.083333333333333,3,12,12,amazon barely ever hear constantly saying,6,41,6,5.083333333333333,0,6,6
576,0,The battery life is highly unacceptable.,amazon,40,6,6.666666666666667,1,6,6,amazon battery life highly unacceptable,5,39,5,6.666666666666667,0,5,5
577,0,That company is a joke.,amazon,23,5,4.6,1,5,5,amazon company joke,3,19,3,4.6,0,3,3
578,1,It does everything the description said it would.,amazon,49,8,6.125,1,8,8,amazon everything description said would,5,40,5,6.125,0,5,5
579,0,Due to this happening on every call I was forced to stop using this headset.,amazon,76,15,5.066666666666666,1,15,15,amazon due happening every call forced stop using headset,9,57,9,5.066666666666666,0,9,9
580,1,"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",amazon,98,19,5.157894736842105,2,19,19,amazon works great car charger especially plug two adapters time,10,64,10,5.157894736842105,0,10,10
581,0,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",amazon,144,28,5.142857142857143,4,28,28,amazon verizon tech support walked procedures none worked ended hard reset wiping data,13,86,13,5.142857142857143,0,13,13
582,0,"Voice Quality, Signal Strength, Dropped Calls.",amazon,46,6,7.666666666666667,3,6,6,amazon voice quality signal strength dropped calls,7,50,7,7.666666666666667,0,7,7
583,1,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",amazon,137,26,5.269230769230769,5,26,26,amazon plays louder speaker size price low would think quality lacking however,12,78,12,5.269230769230769,0,12,12
584,1,Better than expected.,amazon,21,3,7.0,1,3,3,amazon better expected,3,22,3,7.0,0,3,3
585,0,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",amazon,132,23,5.739130434782608,3,23,23,amazon feels poorly constructed menus difficult navigate buttons recessed difficult push,11,88,11,5.739130434782608,0,11,11
586,1,Battery is holding up well.,amazon,27,5,5.4,1,5,5,amazon battery holding well,4,27,4,5.4,0,4,4
587,0,Also difficult to put on.I'd recommend avoiding this product.,amazon,61,9,6.777777777777778,3,9,9,amazon also difficult put recommend avoiding product,7,52,7,6.777777777777778,0,7,7
588,0,"I only used it two days, and it wasn't always easy to hear with.",amazon,64,14,4.571428571428571,3,14,14,amazon used two days nt always easy hear,8,40,8,4.571428571428571,0,8,8
589,0,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,amazon,117,24,4.875,4,24,24,amazon got car charger even week charger broken went plug started smoking,12,73,12,4.875,0,12,12
590,0,Sprint - terrible customer service.,amazon,35,5,7.0,2,5,5,amazon sprint terrible customer service,5,39,5,7.0,0,5,5
591,1,Linked to my phone without effort.,amazon,34,6,5.666666666666667,1,6,6,amazon linked phone without effort,5,34,5,5.666666666666667,0,5,5
592,1,THey are so cool!,amazon,17,4,4.25,1,4,4,amazon cool,2,11,2,4.25,0,2,2
593,1,Easy to use.,amazon,12,3,4.0,1,3,3,amazon easy use,3,15,3,4.0,0,3,3
594,1,Better Than New.,amazon,16,3,5.333333333333333,1,3,3,amazon better new,3,17,3,5.333333333333333,0,3,3
595,0,"What possesed me to get this junk, I have no idea...",amazon,52,11,4.7272727272727275,4,11,11,amazon possesed get junk idea,5,29,5,4.7272727272727275,0,5,5
596,0,Piece of trash.,amazon,15,3,5.0,1,3,3,amazon piece trash,3,18,3,5.0,0,3,3
597,1,A pretty good product.,amazon,22,4,5.5,1,4,4,amazon pretty good product,4,26,4,5.5,0,4,4
598,1,This is a great phone!.,amazon,23,5,4.6,2,5,5,amazon great phone,3,18,3,4.6,0,3,3
599,1,"For the price on Amazon, it is an excellent product, which I would highly recommend.",amazon,84,15,5.6,3,15,15,amazon price amazon excellent product would highly recommend,8,60,8,5.6,0,8,8
600,1,Their Research and Development division obviously knows what they're doing.,amazon,75,10,7.5,2,10,10,amazon research development division obviously knows,6,52,6,7.5,0,6,6
601,0,"The real killer is the volume, and of course it breaking.",amazon,57,11,5.181818181818182,2,11,11,amazon real killer volume course breaking,6,41,6,5.181818181818182,0,6,6
602,1,Those phones are working just fine now.,amazon,39,7,5.571428571428571,1,7,7,amazon phones working fine,4,26,4,5.571428571428571,0,4,4
603,1,I am more than happy with this product.,amazon,39,8,4.875,1,8,8,amazon happy product,3,20,3,4.875,0,3,3
604,0,Poor Construction.,amazon,18,2,9.0,1,2,2,amazon poor construction,3,24,3,9.0,0,3,3
605,0,This is infuriating.,amazon,20,3,6.666666666666667,1,3,3,amazon infuriating,2,18,2,6.666666666666667,0,2,2
606,1,"Overall, I would recommend this phone over the new Walkman.",amazon,59,10,5.9,2,10,10,amazon overall would recommend phone new walkman,7,48,7,5.9,0,7,7
607,0,Sprint charges for this service.,amazon,32,5,6.4,1,5,5,amazon sprint charges service,4,29,4,6.4,0,4,4
608,0,"It is cheap, and it feel and look just as cheap.",amazon,48,11,4.363636363636363,2,11,11,amazon cheap feel look cheap,5,28,5,4.363636363636363,0,5,5
609,1,It fits my ear well and is comfortable on.,amazon,42,9,4.666666666666667,1,9,9,amazon fits ear well comfortable,5,32,5,4.666666666666667,0,5,5
610,0,It doesn't work in Europe or Asia.,amazon,34,7,4.857142857142857,2,7,7,amazon nt work europe asia,5,26,5,4.857142857142857,0,5,5
611,1,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,amazon,87,14,6.214285714285714,4,14,14,amazon clipping belt deffinitely make feel like 50 cent upandcoming,10,67,10,6.214285714285714,0,10,10
612,1,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,amazon,134,27,4.962962962962963,1,27,27,amazon like design look jabra behing ear headsets 5020 pretty comfortible wear 24 hours day without pain ear,18,108,18,4.962962962962963,0,18,18
613,1,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,amazon,113,23,4.913043478260869,1,23,23,amazon amazed quick arrival two original lg cell phone batteries fraction price,12,79,12,4.913043478260869,0,12,12
614,0,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,amazon,99,16,6.1875,11,16,16,amazon worst phone samsung crap crappy samsung e715 worst ever seeen,11,68,11,6.1875,0,11,11
615,0,the charger worked for about a week and then completely stopped charging my phone.,amazon,82,14,5.857142857142857,1,14,14,amazon charger worked week completely stopped charging phone,8,60,8,5.857142857142857,0,8,8
616,0,Poor product.,amazon,13,2,6.5,1,2,2,amazon poor product,3,19,3,6.5,0,3,3
617,0,However I needed some better instructions.,amazon,42,6,7.0,1,6,6,amazon however needed better instructions,5,41,5,7.0,0,5,5
618,0,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,amazon,124,20,6.2,2,20,20,amazon need two hands operate screen software interface decade old compete new software designs,14,95,14,6.2,0,14,14
619,1,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,amazon,109,21,5.190476190476191,3,21,21,amazon worked well paired treo 700w skype headset pc using usb bluetooth transceiver,13,84,13,5.190476190476191,0,13,13
620,0,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",amazon,103,18,5.722222222222222,3,18,18,amazon steer clear product go genuine palm replacementr pens come threepack,11,75,11,5.722222222222222,0,11,11
621,0,DO NOT BUY DO NOT BUYIT SUCKS,amazon,29,7,4.142857142857143,0,7,7,amazon buy buyit sucks,4,22,4,4.142857142857143,0,4,4
622,1,This is a great product..... sure beats using your fingers!.,amazon,60,10,6.0,7,10,10,amazon great product sure beats using fingers,7,45,7,6.0,0,7,7
623,0,"Plus, I seriously do not believe it is worth its steep price point.",amazon,67,13,5.153846153846154,2,13,13,amazon plus seriously believe worth steep price point,8,53,8,5.153846153846154,0,8,8
624,1,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,amazon,116,24,4.833333333333333,2,24,24,amazon cases tried normally fall apart months one seems long haul,11,65,11,4.833333333333333,0,11,11
625,0,Very Dissapointing Performance.,amazon,31,3,10.333333333333334,1,3,3,amazon dissapointing performance,3,32,3,10.333333333333334,0,3,3
626,0,Don't make the same mistake that I did and please don't buy this phone.,amazon,71,14,5.071428571428571,3,14,14,amazon nt make mistake please nt buy phone,8,42,8,5.071428571428571,0,8,8
627,0,This phone might well be the worst I've ever had in any brand.,amazon,62,13,4.769230769230769,2,13,13,amazon phone might well worst ever brand,7,40,7,4.769230769230769,0,7,7
628,0,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,amazon,104,20,5.2,1,20,20,amazon case less extra originally put later discarded scratched ear,10,67,10,5.2,0,10,10
629,1,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,amazon,85,14,6.071428571428571,2,14,14,amazon recommend igo anyone different brand cell phonesmp3 players family,10,73,10,6.071428571428571,0,10,10
630,0,Don't bother - go to the store.,amazon,31,7,4.428571428571429,3,7,7,amazon nt bother go store,5,25,5,4.428571428571429,0,5,5
631,1,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",amazon,110,22,5.0,3,22,22,amazon posted detailed comments grey black phone fire red great color,11,69,11,5.0,0,11,11
632,1,I did not have any problem with this item and would order it again if needed.,amazon,77,16,4.8125,1,16,16,amazon problem item would order needed,6,38,6,4.8125,0,6,6
633,0,You get what you pay for I guess.,amazon,33,8,4.125,1,8,8,amazon get pay guess,4,20,4,4.125,0,4,4
634,1,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",amazon,137,26,5.269230769230769,2,26,26,amazon software great job could also make ringtones form existing cds without internet connection,14,97,14,5.269230769230769,0,14,14
635,1,im surprised this is a good quality car charger and there's not much reviews about it.,amazon,86,16,5.375,2,16,16,amazon im surprised good quality car charger much reviews,9,57,9,5.375,0,9,9
636,1,These are fabulous!,amazon,19,3,6.333333333333333,1,3,3,amazon fabulous,2,15,2,6.333333333333333,0,2,2
637,0,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",amazon,126,21,6.0,3,21,21,amazon however bt headsets currently good real time games like firstperson shooters since audio delay messes,16,108,16,6.0,0,16,16
638,1,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,amazon,126,23,5.478260869565218,4,23,23,amazon used bitpim free program find internet transfer data phone price cable excellent,13,87,13,5.478260869565218,0,13,13
639,0,Disappointing accessory from a good manufacturer.,amazon,49,6,8.166666666666666,1,6,6,amazon disappointing accessory good manufacturer,5,48,5,8.166666666666666,0,5,5
